time m <n0> <cd>  nActive
51.2 163 0.507876290456 0.499447931747 38
51.3 164 0.507888029961 0.499444246703 38
51.4 167 0.507899769925 0.499440886296 38
51.5 164 0.507911487523 0.499437848628 38
51.6 164 0.507923161729 0.499435135064 38
51.7 166 0.507934772478 0.499432749359 38
51.8 167 0.507946302468 0.499430696256 38
51.9 165 0.507957735831 0.499428980596 38
52 165 0.507969058352 0.499427605944 38
52.1 166 0.507980258012 0.499426573637 38
52.2 164 0.507991324103 0.499425881299 38
52.3 169 0.508002247971 0.499425522381 38
52.4 167 0.508013022587 0.499425485169 38
52.5 167 0.508023643016 0.499425752402 38
52.6 169 0.508034105739 0.499426301044 38
52.7 164 0.508044409048 0.499427102337 38
52.8 168 0.508054552013 0.499428122036 38
52.9 167 0.508064536058 0.499429321178 38
53 168 0.508074363172 0.499430656869 38
53.1 169 0.508084035889 0.499432083334 38
53.2 170 0.508093557989 0.4994335532 38
53.3 169 0.50810293386 0.499435018932 38
53.4 168 0.50811216795 0.499436434241 38
53.5 169 0.508121265725 0.499437755777 38
53.6 171 0.508130232431 0.499438944437 38
53.7 169 0.508139073189 0.499439966763 38
53.8 172 0.508147792456 0.499440796238 38
53.9 170 0.508156395071 0.499441414311 38
54 172 0.508164884801 0.499441811323 38
54.1 171 0.508173264638 0.499441986812 38
54.2 173 0.50818153682 0.499441949887 38
54.3 171 0.508189703043 0.499441719124 38
54.4 172 0.508197762725 0.499441322383 38
54.5 172 0.508205715169 0.499440795874 38
54.6 168 0.508213557923 0.49944018335 38
54.7 171 0.508221287419 0.499439534891 38
54.8 171 0.508228899053 0.499438905522 38
54.9 174 0.508236386444 0.499438353651 38
55 173 0.508243742381 0.499437939396 38
55.1 172 0.508250958557 0.499437722959 38
55.2 172 0.508258024766 0.499437762888 38
55.3 172 0.508264930238 0.499438114479 38
55.4 173 0.508271662954 0.499438828277 38
55.5 172 0.508278210327 0.499439948799 38
55.6 173 0.508284558288 0.499441513343 38
55.7 174 0.508290692155 0.49944355123 38
55.8 177 0.508296596811 0.49944608307 38
55.9 173 0.508302256535 0.499449120703 38
56 175 0.50830765524 0.499452666955 38
56.1 176 0.508312776627 0.499456716031 38
56.2 176 0.508317604218 0.499461254052 38
56.3 177 0.508322121558 0.49946625978 38
56.4 176 0.508326312325 0.499471705647 38
56.5 174 0.508330160432 0.499477558781 38
56.6 176 0.508333650369 0.499483782406 38
56.7 175 0.508336766892 0.499490337091 38
56.8 177 0.508339495704 0.499497182004 38
56.9 177 0.508341823191 0.499504276429 38
57 178 0.508343736237 0.49951158076 38
57.1 177 0.508345222986 0.499519057649 38
57.2 177 0.508346272404 0.499526672949 38
57.3 178 0.508346874539 0.499534396524 38
57.4 178 0.508347020821 0.499542202625 38
57.5 178 0.508346703407 0.499550070291 38
57.6 177 0.508345915837 0.499557983419 38
57.7 176 0.508344652843 0.4995659307 38
57.8 178 0.508342910417 0.49957390506 38
57.9 176 0.508340685905 0.499581903268 38
58 178 0.508337977806 0.499589925361 38
58.1 177 0.508334786256 0.499597973934 38
58.2 176 0.508331111656 0.49960605288 38
58.3 179 0.508326956912 0.499614166775 38
58.4 177 0.50832232409 0.49962232023 38
58.5 177 0.508317217087 0.499630516718 38
58.6 176 0.508311640732 0.49963875804 38
58.7 180 0.508305600762 0.499647043639 38
58.8 177 0.508299103204 0.499655370335 38
58.9 176 0.508292154968 0.49966373183 38
59 179 0.508284763162 0.499672118612 38
59.1 176 0.50827693616 0.499680518365 38
59.2 179 0.508268681101 0.499688915913 38
59.3 179 0.50826000655 0.499697293894 38
59.4 177 0.508250920242 0.499705633232 38
59.5 177 0.508241429816 0.49971391393 38
59.6 180 0.508231542692 0.499722115955 38
59.7 182 0.508221266092 0.499730220044 38
59.8 180 0.508210606605 0.499738208681 38
59.9 187 0.508199570035 0.499746066978 38
60 181 0.508188161705 0.499753783507 38
60.1 180 0.508176386482 0.499761350937 38
60.2 181 0.508164248142 0.499768766802 38
60.3 181 0.508151749388 0.499776033802 38
60.4 183 0.508138892206 0.499783160197 38
60.5 181 0.508125677397 0.499790159693 38
60.6 183 0.508112105307 0.49979705147 38
60.7 182 0.508098175393 0.499803859791 38
60.8 181 0.508083885798 0.499810613411 38
60.9 183 0.508069233751 0.499817345018 38
61 188 0.508054215844 0.49982409013 38
61.1 182 0.508038828124 0.499830886385 38
