# Fbr_dyn timestep cost, layout=ns L=2000 U=0.2 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 10.1501 s, Fbr_dyn constructor 0.378772 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
0.1 4 3 2000 0.170349 0.0231262 0.121638 0.146172 0.0782162 0.539501
0.2 4 4 2005 0.171102 0.0232821 0.120812 0.146802 0.0771295 0.539127
0.3 4 4 2005 0.17135 0.0237333 0.120587 0.290949 0.0785708 0.685189
0.4 4 4 2005 0.171232 0.0239362 0.122946 0.148786 0.0761632 0.543064
0.5 4 4 2005 0.179274 0.023764 0.124095 0.150772 0.0761231 0.554028
0.6 4 4 2005 0.18135 0.0240366 0.124225 0.152443 0.0767221 0.558777
0.7 4 4 2005 0.181342 0.0239232 0.121937 0.147205 0.0786855 0.553093
0.8 4 4 2005 0.172509 0.0240259 0.120512 0.14549 0.0786013 0.541137
0.9 4 4 2005 0.172646 0.023851 0.121312 0.145853 0.0788997 0.542563
1 4 4 2005 0.174494 0.0238004 0.120927 0.146682 0.0785163 0.544419
1.1 4 4 2005 0.173028 0.0235468 0.121879 0.146387 0.0789144 0.543756
1.2 4 4 2005 0.173811 0.0237213 0.120747 0.146584 0.0787342 0.543597
1.3 6 4 2005 0.172716 0.0237345 0.121578 0.14648 0.0788166 0.543325
1.4 6 4 2014 0.17242 0.0240973 0.121704 0.148523 0.0801342 0.546879
1.5 6 5 2014 0.172924 0.0242207 0.121405 0.292543 0.0804971 0.69159
1.6 6 5 2014 0.172489 0.0242504 0.121945 0.147674 0.0804836 0.546842
1.7 6 5 2014 0.172604 0.0237258 0.121068 0.14884 0.0803746 0.546612
1.8 6 5 2014 0.172949 0.0243381 0.121676 0.147541 0.08015 0.546653
1.9 6 5 2014 0.172519 0.0244597 0.120892 0.292578 0.0810823 0.69153
2 6 6 2014 0.172832 0.0240394 0.121305 0.14939 0.0802715 0.547838
2.1 6 6 2014 0.172882 0.0242479 0.12282 0.148357 0.0804614 0.548769
2.2 6 6 2014 0.173119 0.0239861 0.121969 0.148621 0.0806633 0.548358
2.3 6 6 2014 0.172882 0.0242991 0.121485 0.293175 0.0802142 0.692056
2.4 6 6 2014 0.172929 0.0244134 0.122367 0.147845 0.0801304 0.547685
2.5 6 6 2014 0.172701 0.0242548 0.121265 0.149472 0.0809413 0.548634
2.6 6 6 2014 0.173574 0.0242341 0.120879 0.293265 0.0810605 0.693013
2.7 6 6 2014 0.172512 0.024241 0.122022 0.148224 0.0815067 0.548506
2.8 6 7 2014 0.174398 0.0240885 0.12182 0.149023 0.0823047 0.551634
2.9 6 7 2014 0.173372 0.0243194 0.122147 0.14847 0.0822009 0.550509
3 8 7 2014 0.17369 0.0239799 0.121837 0.29328 0.0822701 0.695057
3.1 6 7 2027 0.173641 0.0249095 0.122341 0.151227 0.0835576 0.555676
3.2 6 7 2014 0.174139 0.0240726 0.121725 0.293578 0.0822242 0.695739
3.3 6 7 2014 0.175339 0.0243903 0.123868 0.294633 0.0826912 0.700921
3.4 6 7 2014 0.174305 0.0248349 0.123206 0.301946 0.0827807 0.707072
3.5 6 7 2014 0.177765 0.024006 0.122267 0.14985 0.0826996 0.556588
3.6 8 7 2014 0.175008 0.0240197 0.122546 0.148944 0.0827075 0.553225
3.7 7 7 2027 0.174875 0.0247185 0.123998 0.151045 0.083934 0.558571
3.8 7 7 2020 0.173695 0.0245608 0.121781 0.29545 0.0845296 0.700016
3.9 7 7 2020 0.174446 0.0244814 0.121404 0.294432 0.0833382 0.698102
4 8 7 2020 0.175123 0.0248541 0.122391 0.29577 0.0839281 0.702066
4.1 8 7 2027 0.176553 0.0250579 0.123269 0.151846 0.0840387 0.560765
4.2 8 7 2027 0.180465 0.0249852 0.125864 0.302702 0.0839408 0.717957
4.3 8 7 2027 0.175461 0.0249996 0.12532 0.299042 0.0842381 0.70906
4.4 8 7 2027 0.173361 0.0247201 0.122794 0.152528 0.0846643 0.558067
4.5 8 7 2027 0.174191 0.0249765 0.125072 0.15427 0.0848513 0.56336
4.6 8 7 2027 0.173392 0.0248538 0.123486 0.154249 0.084199 0.56018
4.7 8 7 2027 0.173931 0.0250729 0.122116 0.296052 0.083594 0.700765
4.8 8 8 2027 0.172878 0.0248828 0.121782 0.151713 0.0840752 0.55533
4.9 8 9 2027 0.173606 0.0249258 0.121822 0.151242 0.0845991 0.556195
5 8 10 2027 0.173552 0.0248178 0.121563 0.296116 0.0842839 0.700333
5.1 8 10 2027 0.173469 0.0250296 0.12223 0.296862 0.0838243 0.701415
5.2 8 11 2027 0.173472 0.0247148 0.121528 0.152362 0.083552 0.555629
5.3 8 12 2027 0.173783 0.0248744 0.121935 0.152351 0.0839028 0.556845
5.4 8 12 2027 0.173555 0.024783 0.122127 0.297737 0.0841727 0.702375
5.5 8 12 2027 0.173924 0.02516 0.121412 0.296617 0.0837632 0.700876
5.6 8 12 2027 0.173251 0.0248874 0.121709 0.153665 0.0839592 0.557471
5.7 8 12 2027 0.173168 0.0248282 0.121886 0.296271 0.0837911 0.699945
5.8 8 12 2027 0.173815 0.0251665 0.122886 0.151766 0.0844784 0.558113
5.9 8 12 2027 0.173556 0.0247053 0.122885 0.152624 0.0848189 0.55859
6 8 12 2027 0.173438 0.0243932 0.121855 0.152749 0.0847881 0.557223
# measure: correlator(0,0) 0.026222 s, O(L^2) version 0.0698378 s, n0=0.871615711006 |diff|=0
