# Fbr_dyn timestep cost, layout=block L=500 U=0.1 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 0.0741617 s, Fbr_dyn constructor 0.0253018 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
4.4 12 8 528 0.0101068 0.00210637 0.00626401 0.0616546 0.0945622 0.174694
4.5 12 8 528 0.00962545 0.000915182 0.00622466 0.0972858 0.0941414 0.208193
4.6 12 8 528 0.0096447 0.00223719 0.00618225 0.0615118 0.0953806 0.174957
4.7 14 8 528 0.00968332 0.00118805 0.00604286 0.0185779 0.0952222 0.130714
4.8 12 8 540 0.00986295 0.00121711 0.00676579 0.0999097 0.0956207 0.213376
4.9 12 8 528 0.00964272 0.00089972 0.00616546 0.0973969 0.0997955 0.2139
5 12 8 528 0.0096103 0.000835909 0.00608194 0.0185475 0.0951184 0.130194
5.1 14 8 528 0.0103108 0.000877119 0.0061047 0.0185697 0.0961393 0.132002
5.2 12 8 540 0.0104545 0.00102453 0.00632757 0.0998245 0.0965708 0.214202
5.3 12 8 528 0.010144 0.00105248 0.00606718 0.061101 0.0967932 0.175158
5.4 14 8 528 0.00987213 0.00131943 0.00623441 0.0186478 0.0997943 0.135868
5.5 14 8 540 0.00976927 0.00243378 0.00644981 0.101674 0.100159 0.220486
5.6 14 8 540 0.010099 0.0010707 0.00629738 0.100053 0.0989869 0.216507
5.7 14 8 540 0.0112032 0.00150518 0.00626204 0.0996487 0.0996004 0.21822
5.8 12 8 540 0.0114463 0.00102843 0.00631307 0.020332 0.100832 0.139952
5.9 12 8 528 0.00960745 0.000913345 0.00644227 0.0977945 0.0979275 0.212685
6 14 8 528 0.00962457 0.000855449 0.00619961 0.0979666 0.0992515 0.213898
# measure: correlator(0,0) 0.00334413 s, O(L^2) version 0.00276586 s, n0=0.886184918459 |diff|=0
