# Fbr_dyn timestep cost, layout=block L=4000 U=0.1 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 38.9884 s, Fbr_dyn constructor 2.06581 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
0.1 8 3 4000 1.14357 0.0900661 0.571626 0.761867 0.68724 3.25437
0.2 8 4 4010 1.148 0.0933532 0.572763 0.72061 0.694516 3.22925
0.3 8 4 4010 1.14203 0.093285 0.571117 1.34575 0.697489 3.84967
0.4 8 4 4010 1.14635 0.0947501 0.57103 0.748694 0.70095 3.26177
0.5 8 4 4010 1.02159 0.0934582 0.57261 0.723861 0.700908 3.11243
0.6 8 4 4010 1.1513 0.0928472 0.575355 0.728166 0.697064 3.24473
0.7 8 4 4010 1.16717 0.0936109 0.573046 0.724479 0.699231 3.25753
0.8 8 4 4010 1.17364 0.094617 0.572272 0.721011 0.701177 3.26272
0.9 8 4 4010 1.12902 0.0972703 0.568952 0.72014 0.704562 3.21995
1 8 4 4010 1.16244 0.0952831 0.586076 0.725071 0.703577 3.27245
1.1 8 4 4010 1.1552 0.0937053 0.581681 0.745943 0.712388 3.28892
1.2 8 4 4010 1.21101 0.0959035 0.572952 0.723181 0.698984 3.30203
1.3 8 4 4010 1.16495 0.101313 0.61382 0.723863 0.699291 3.30324
1.4 8 4 4010 1.15806 0.0927677 0.571657 0.779414 0.700611 3.30251
1.5 8 4 4010 1.16455 0.0936899 0.573275 0.723057 0.701237 3.25581
1.6 8 4 4010 1.14284 0.0930608 0.650879 0.732943 0.697967 3.31769
1.7 8 4 4010 1.14718 0.0941736 0.569025 0.722938 0.700076 3.2334
1.8 8 4 4010 1.20133 0.0936542 0.613614 0.721513 0.700279 3.33039
1.9 8 4 4010 1.15376 0.0940989 0.570531 0.723105 0.698782 3.24027
2 8 4 4010 1.17901 0.0984681 0.579306 0.732699 0.702201 3.29168
2.1 8 4 4010 1.15377 0.096774 0.569719 0.720331 0.699916 3.24051
2.2 8 4 4010 1.14844 0.097105 0.572664 0.721012 0.697317 3.23654
2.3 8 4 4010 1.14865 0.097204 0.576819 0.722065 0.701591 3.24633
2.4 8 4 4010 1.15354 0.0967355 0.572158 0.721353 0.699139 3.24293
2.5 8 4 4010 1.15811 0.0974191 0.571624 0.774109 0.698392 3.29965
2.6 8 4 4010 1.14204 0.0974102 0.570443 0.721251 0.702456 3.2336
2.7 8 4 4010 1.15274 0.0968724 0.57338 1.05899 0.700857 3.58283
2.8 8 4 4010 1.15479 0.0975402 0.571969 1.05886 0.696779 3.57994
2.9 8 4 4010 1.15104 0.0999282 0.602626 1.34852 0.699682 3.9018
3 8 4 4010 1.15187 0.104056 0.64343 1.43387 0.700186 4.03342
3.1 10 5 4010 1.13841 0.0978607 0.571576 1.34562 0.700442 3.85391
3.2 10 5 4018 1.15789 0.0985845 0.57429 1.34836 0.698161 3.87729
3.3 10 6 4018 1.15497 0.0990509 0.573452 1.34866 0.698702 3.87483
3.4 10 6 4018 1.16608 0.100836 0.579587 1.36736 0.695135 3.909
3.5 10 6 4018 1.02792 0.0994268 0.574363 1.34807 0.698462 3.74824
3.6 10 6 4018 1.15597 0.0991975 0.575335 1.34835 0.698361 3.87721
3.7 10 6 4018 1.14473 0.1007 0.609249 1.35864 0.700237 3.91355
3.8 10 6 4018 1.15288 0.103511 0.574935 1.35736 0.708936 3.89762
3.9 10 7 4018 1.16085 0.0948946 0.574615 1.35199 0.701784 3.88413
4 12 7 4018 1.15655 0.0945076 0.667005 1.42482 0.698351 4.04123
4.1 12 7 4028 1.16319 0.0994994 0.578606 0.725413 0.699341 3.26604
4.2 12 7 4028 1.14398 0.103775 0.584592 1.06775 0.711495 3.61159
4.3 12 8 4028 1.18465 0.0955932 0.575461 0.733152 0.707101 3.29596
4.4 12 8 4028 1.15632 0.095196 0.661926 0.728394 0.704042 3.34587
4.5 12 8 4028 1.13948 0.100835 0.576054 1.06415 0.698518 3.57904
4.6 12 8 4028 1.14912 0.0995913 0.572497 1.3505 0.702806 3.87452
4.7 14 8 4028 1.16286 0.0958511 0.620829 0.724887 0.704386 3.30881
4.8 12 8 4040 1.15023 0.100946 0.577096 1.35451 0.704479 3.88726
4.9 12 8 4028 1.18069 0.0994546 0.586733 1.06602 0.705298 3.6382
5 12 8 4028 1.16784 0.0948574 0.593095 0.757525 0.711501 3.32482
5.1 14 8 4028 1.13029 0.0952743 0.583613 0.727325 0.704883 3.24138
5.2 12 8 4040 1.1365 0.100248 0.5757 1.35459 0.705591 3.87263
5.3 12 8 4028 1.16577 0.0957136 0.579471 0.729332 0.702328 3.27261
5.4 14 8 4028 1.14226 0.0957517 0.581414 0.728804 0.707469 3.2557
5.5 14 8 4040 1.1592 0.0995175 0.589535 1.37431 0.717919 3.94048
5.6 14 8 4040 1.15071 0.100094 0.584975 1.36484 0.712885 3.91351
5.7 13 8 4040 1.14432 0.100022 0.581555 1.36135 0.712189 3.89943
5.8 12 8 4034 1.15536 0.0994947 0.579107 1.0683 0.713942 3.6162
5.9 12 8 4028 1.16748 0.0989486 0.57969 1.35919 0.710743 3.91604
6 14 8 4028 1.14731 0.096397 0.578796 1.36653 0.71056 3.89959
# measure: correlator(0,0) 0.103272 s, O(L^2) version 0.381741 s, n0=0.886185089911 |diff|=0
