# SIAM impurity greater Green function, spin-symmetric FBR
# L=200 U=0.025 V=0.1 dt=0.1 tmax=100 E_gs=-62.7298692503
# t  n_active  bond_dim  wall_s  ReG00  ImG00  n0  ReC0n  ImC0n  E_psi0  E_B
1.8 92 17 2.514614 -0.0424008983523 -0.492308564509 0.500000050105 -0.239773765565 1.49707140491e-07 -0.102859538103 -0.0589939422636
1.9 96 18 2.807012 -0.0445299267353 -0.491495126324 0.500000052818 -0.239775599689 1.14072408142e-07 -0.102860267191 -0.0595725653938
2 100 17 2.768946 -0.046625987515 -0.490651168738 0.500000054731 -0.239777444592 7.24748786228e-08 -0.102861003088 -0.0601689297281
2.1 104 17 2.689144 -0.048688268952 -0.489778522087 0.500000055722 -0.239779285972 2.26873928962e-08 -0.102861739506 -0.0607810295972
2.2 108 17 3.270298 -0.0507160774645 -0.488879041576 0.500000055694 -0.23978111483 -3.07198267942e-08 -0.102862473002 -0.0614068425029
2.3 112 19 3.204554 -0.0527088374598 -0.487954598944 0.500000054514 -0.239782922318 -9.08152801159e-08 -0.102863199981 -0.0620443279491
2.4 116 19 3.613994 -0.0546660928538 -0.487007074141 0.500000052098 -0.239784699158 -1.5418871996e-07 -0.102863916347 -0.0626914386971
2.5 120 20 4.155593 -0.056587503914 -0.486038347461 0.500000048335 -0.239786433604 -2.24200389073e-07 -0.102864617708 -0.0633461405672
2.6 124 21 4.205933 -0.0584728476059 -0.485050290927 0.500000043145 -0.239788116406 -2.97112543952e-07 -0.102865300527 -0.0640064075914
2.7 128 18 4.787431 -0.0603220155633 -0.484044760694 0.500000036484 -0.239789738964 -3.72079081949e-07 -0.102865961089 -0.064670243215
2.8 132 18 4.85819 -0.0621350091887 -0.483023589848 0.50000002829 -0.239791291496 -4.49407192188e-07 -0.102866595277 -0.0653356830618
2.9 136 20 5.214978 -0.0639119446654 -0.481988578624 0.500000018522 -0.239792768624 -5.28851573023e-07 -0.102867200689 -0.0660008037136
3 140 23 5.311193 -0.0656530311777 -0.480941493444 0.500000007149 -0.239794160278 -6.07523500972e-07 -0.102867773441 -0.0666637406118
3.1 144 21 5.629459 -0.0673585913808 -0.479884051182 0.499999994217 -0.23979546143 -6.85592306982e-07 -0.102868311123 -0.0673226850379
3.2 148 21 5.944038 -0.0690290400618 -0.478817920994 0.49999997975 -0.239796665507 -7.61472173875e-07 -0.102868811426 -0.0679758990906
3.3 152 21 6.305517 -0.0706648842379 -0.477744711588 0.499999963679 -0.239797770121 -8.4076185257e-07 -0.102869272608 -0.0686217206023
3.4 156 22 6.574446 -0.0722667174272 -0.476665972312 0.499999946235 -0.239798763559 -9.09188288725e-07 -0.102869691331 -0.0692585686934
3.5 160 20 6.383828 -0.0738352111608 -0.475583184014 0.499999927397 -0.239799652679 -9.77445372761e-07 -0.102870067871 -0.0698849542823
3.6 164 22 7.149331 -0.0753711156529 -0.474497753771 0.499999907229 -0.239800430646 -1.04079487698e-06 -0.102870400789 -0.0704994787793
3.7 168 19 7.443688 -0.0768752475078 -0.473411013348 0.499999885904 -0.239801098193 -1.09430198835e-06 -0.102870689507 -0.0711008455867
3.8 172 22 8.146297 -0.0783484858715 -0.472324216406 0.499999863548 -0.239801645792 -1.1443255172e-06 -0.102870929917 -0.0716878602425
3.9 176 21 7.354252 -0.0797917649632 -0.471238531274 0.499999840297 -0.239802079125 -1.18815022028e-06 -0.102871125124 -0.0722594361402
4 180 21 8.380156 -0.0812060683097 -0.470155042188 0.499999816122 -0.23980240281 -1.22921500935e-06 -0.102871276329 -0.072814595695
4.1 184 19 8.084596 -0.0825924191994 -0.469074747392 0.499999791172 -0.239802612212 -1.26536798482e-06 -0.102871381569 -0.07335248062
4.2 188 22 10.220215 -0.0839518782226 -0.467998554322 0.499999765591 -0.239802716299 -1.29190694839e-06 -0.102871444349 -0.0738723295126
4.3 192 21 10.48219 -0.0852855331107 -0.466927282119 0.499999739586 -0.239802712412 -1.30993823661e-06 -0.102871463242 -0.0743735123216
4.4 196 22 10.363814 -0.0865944923861 -0.465861660147 0.499999713225 -0.239802604973 -1.32507927939e-06 -0.102871439817 -0.0748555082528
4.5 200 22 10.44265 -0.0878798777158 -0.464802330004 0.499999686609 -0.239802396973 -1.33654820341e-06 -0.102871375258 -0.0753179111437
4.6 200 21 9.410474 -0.0891428190067 -0.463749844412 0.499999659922 -0.239802095098 -1.3375806566e-06 -0.10287127187 -0.0757604323102
4.7 200 22 10.234818 -0.0903844501371 -0.462704666374 0.499999633374 -0.239801701263 -1.32573157891e-06 -0.102871130809 -0.0761828858484
4.8 200 24 11.110258 -0.0916058958407 -0.461667173854 0.499999606968 -0.239801231021 -1.31328816904e-06 -0.102870958157 -0.0765852024944
4.9 200 22 9.341044 -0.0928082716051 -0.460637664355 0.499999581215 -0.239800684013 -1.27859978032e-06 -0.102870752455 -0.0769674207313
5 200 21 10.027915 -0.0939926738808 -0.459616353084 0.499999555901 -0.239800072259 -1.25479182598e-06 -0.102870520333 -0.0773296729007
5.1 200 21 9.824343 -0.0951601774364 -0.458603377779 0.499999531125 -0.239799396425 -1.22288575302e-06 -0.102870260786 -0.0776721922473
5.2 200 22 10.970318 -0.096311831226 -0.457598801234 0.499999507112 -0.239798663389 -1.18319400626e-06 -0.102869977563 -0.0779953092333
5.3 200 22 10.621989 -0.097448647383 -0.456602614409 0.499999483859 -0.239797888908 -1.14225352744e-06 -0.102869676073 -0.078299443355
5.4 200 24 9.930403 -0.0985716056242 -0.455614746266 0.499999461485 -0.239797067231 -1.09861913012e-06 -0.10286935407 -0.0785850951924
5.5 200 23 9.975853 -0.0996816415757 -0.454635059864 0.499999440045 -0.23979621689 -1.04907811197e-06 -0.102869019091 -0.0788528428856
5.6 200 23 9.963498 -0.100779647269 -0.453663363104 0.499999419785 -0.239795348688 -9.88221030559e-07 -0.102868675041 -0.0791033362824
5.7 200 22 10.586291 -0.101866464627 -0.452699412112 0.499999400491 -0.239794463698 -9.35419529433e-07 -0.102868322937 -0.0793372888834
5.8 200 23 10.657805 -0.10294288993 -0.451742910537 0.499999382557 -0.239793561273 -8.68814285236e-07 -0.102867962914 -0.0795554730221
5.9 200 23 11.245566 -0.104009660166 -0.450793524699 0.499999365822 -0.239792666008 -8.04709541301e-07 -0.102867604142 -0.0797587102484
6 200 23 11.173072 -0.105067462835 -0.449850878134 0.499999350457 -0.239791771529 -7.34718029355e-07 -0.102867244315 -0.0799478679306
6.1 200 22 9.359805 -0.106116924815 -0.448914567761 0.499999336447 -0.239790895173 -6.64607913729e-07 -0.102866890235 -0.0801238501472
6.2 200 23 11.188625 -0.107158621416 -0.447984155212 0.499999323879 -0.23979003669 -5.93475697089e-07 -0.102866541968 -0.0802875910156
6.3 200 22 10.38279 -0.10819306037 -0.447059196688 0.499999312523 -0.239789223486 -5.25422540578e-07 -0.102866210504 -0.0804400412527
6.4 200 24 10.448964 -0.10922069933 -0.44613921398 0.499999302848 -0.239788427505 -4.41158577403e-07 -0.102865884877 -0.0805821778314
6.5 200 23 10.567713 -0.110241936666 -0.445223726581 0.499999294849 -0.239787671087 -3.57302080282e-07 -0.102865573947 -0.0807149761934
6.6 200 22 10.139887 -0.111257112046 -0.444312245222 0.49999928872 -0.239786961326 -2.62815533459e-07 -0.102865280764 -0.0808394214615
6.7 200 24 10.330553 -0.112266512593 -0.443404280968 0.499999284428 -0.239786298856 -1.68993591144e-07 -0.102865005648 -0.0809564880935
6.8 200 24 10.895374 -0.113270366255 -0.442499339746 0.499999282296 -0.239785675067 -5.8970656646e-08 -0.102864745749 -0.0810671382776
6.9 200 23 9.579328 -0.114268851747 -0.441596943447 0.499999282148 -0.239785115684 4.38734717185e-08 -0.102864510038 -0.0811723219581
7 200 22 10.043808 -0.115262096628 -0.440696619405 0.499999284005 -0.239784600931 1.45174945398e-07 -0.102864293046 -0.0812729611799
7.1 200 23 10.288268 -0.116250181555 -0.439797914188 0.499999288006 -0.239784155843 2.55007481015e-07 -0.102864102933 -0.0813699494222
7.2 200 26 10.35338 -0.117233136642 -0.43890038982 0.499999294455 -0.239783773082 3.80667973792e-07 -0.102863937337 -0.0814641496726
7.3 200 24 10.76253 -0.118210956749 -0.438003632662 0.49999930327 -0.239783452408 4.99279536742e-07 -0.1028637965 -0.0815563861456
7.4 200 25 10.700457 -0.11918359118 -0.437107250706 0.499999314577 -0.239783187981 6.2911105448e-07 -0.102863678137 -0.0816474346002
7.5 200 24 11.380684 -0.120150955952 -0.436210881877 0.499999328553 -0.23978298625 7.64053335597e-07 -0.102863585013 -0.0817380277574
7.6 200 25 10.883056 -0.121112934326 -0.435314194663 0.499999345312 -0.239782843764 9.05559298303e-07 -0.102863515823 -0.0818288500124
7.7 200 25 10.714242 -0.122069378577 -0.434416882822 0.499999364967 -0.23978274778 1.05314652803e-06 -0.102863465729 -0.0819205317085
7.8 200 24 9.713852 -0.123020119677 -0.433518680494 0.499999387502 -0.239782722177 1.19760133524e-06 -0.102863443903 -0.0820136416815
7.9 200 25 10.541696 -0.123964965692 -0.432619355417 0.499999412938 -0.239782748854 1.34565582648e-06 -0.102863443348 -0.0821086982071
8 200 24 11.292833 -0.12490370138 -0.431718702832 0.499999441516 -0.239782817518 1.50488118505e-06 -0.102863460624 -0.082206161563
8.1 200 26 11.55163 -0.12583610566 -0.430816566152 0.499999473123 -0.239782949097 1.65829770605e-06 -0.10286350371 -0.0823064255492
8.2 200 25 10.785703 -0.126761939183 -0.429912817748 0.49999950811 -0.239783120832 1.8309499426e-06 -0.102863563969 -0.0824098329545
8.3 200 25 11.119545 -0.127680959326 -0.429007364757 0.499999546436 -0.239783328411 1.99935831911e-06 -0.102863638921 -0.0825166528531
8.4 200 23 10.169041 -0.12859292314 -0.428100152986 0.499999588087 -0.239783572602 2.16531942677e-06 -0.102863729055 -0.0826271060984
8.5 200 26 10.680813 -0.129497583188 -0.427191162252 0.499999633239 -0.239783853181 2.34347137461e-06 -0.102863835293 -0.0827413477898
8.6 200 26 10.893454 -0.130394696686 -0.426280405717 0.499999681916 -0.239784152827 2.52117818723e-06 -0.102863949569 -0.0828594807612
8.7 200 27 11.102937 -0.131284027285 -0.425367930287 0.499999734298 -0.239784480562 2.70689174751e-06 -0.102864076195 -0.08298154654
8.8 200 25 10.23831 -0.132165346956 -0.424453810795 0.49999979038 -0.239784821858 2.89240059723e-06 -0.10286420937 -0.0831075352842
8.9 200 25 11.468882 -0.133038441517 -0.423538150329 0.499999850144 -0.239785178282 3.07704200927e-06 -0.102864349441 -0.0832373830355
9 200 25 9.893428 -0.133903111052 -0.422621091264 0.499999913889 -0.239785558951 3.27835193137e-06 -0.102864500659 -0.0833709809447
9.1 200 27 11.569369 -0.134759170782 -0.421702787542 0.499999981335 -0.239785922457 3.46299488296e-06 -0.102864645911 -0.0835081730992
9.2 200 29 11.638085 -0.135606458081 -0.420783419672 0.500000052248 -0.239786287525 3.63315974658e-06 -0.102864792636 -0.083648759913
9.3 200 26 10.748437 -0.136444828949 -0.419863190578 0.500000126689 -0.239786640611 3.80850675386e-06 -0.102864935608 -0.0837924972049
9.4 200 28 9.831253 -0.137274162625 -0.418942318641 0.500000204611 -0.239786986874 3.98438668221e-06 -0.102865076696 -0.0839391181206
9.5 200 27 10.341007 -0.138094359348 -0.418021038323 0.500000286072 -0.239787318516 4.15948212555e-06 -0.102865213031 -0.0840883112771
9.6 200 29 12.16115 -0.138905350446 -0.417099601148 0.500000370945 -0.239787631928 4.32990377339e-06 -0.102865342759 -0.0842397493501
9.7 200 29 12.341564 -0.139707081653 -0.416178254936 0.500000459301 -0.239787907908 4.50099694225e-06 -0.102865458297 -0.0843930752962
9.8 200 27 11.49075 -0.140499530044 -0.415257268691 0.500000551067 -0.239788167981 4.6705079296e-06 -0.102865568815 -0.0845479133398
9.9 200 27 11.396358 -0.141282700843 -0.414336909441 0.500000646157 -0.23978839513 4.83204819802e-06 -0.102865667804 -0.084703873841
10 200 29 13.122035 -0.142056621095 -0.413417446571 0.500000744426 -0.239788591725 4.98897747689e-06 -0.102865753846 -0.0848605569803
10.1 200 28 12.387807 -0.142821345371 -0.412499149328 0.500000845999 -0.23978875943 5.15243029913e-06 -0.10286582883 -0.0850175549049
10.2 200 28 11.732597 -0.14357694902 -0.411582284301 0.500000950689 -0.23978888447 5.30520963987e-06 -0.102865887979 -0.0851744584711
10.3 200 27 11.654948 -0.144323537896 -0.410667110081 0.500001058236 -0.239788972048 5.44376528496e-06 -0.102865932298 -0.0853308584281
10.4 200 27 11.205168 -0.145061236246 -0.409753877171 0.500001168647 -0.239789011432 5.58388524882e-06 -0.102865958131 -0.0854863525368
10.5 200 27 11.236248 -0.145790191199 -0.40884282493 0.500001281576 -0.23978901298 5.70372814377e-06 -0.102865968681 -0.085640546806
10.6 200 27 12.857283 -0.146510566084 -0.40793418402 0.500001397057 -0.239788968625 5.82538815569e-06 -0.102865962008 -0.0857930573962
10.7 200 27 10.560648 -0.147222550906 -0.407028168823 0.500001514604 -0.239788895665 5.92570670124e-06 -0.102865942826 -0.0859435195135
10.8 200 30 12.304084 -0.147926348114 -0.406124975743 0.500001634029 -0.239788775144 6.01096183474e-06 -0.102865905017 -0.0860915853494
10.9 200 28 11.600924 -0.148622178688 -0.405224784759 0.500001754951 -0.239788620526 6.07668114621e-06 -0.102865853327 -0.0862369274775
11 200 29 12.415046 -0.149310273737 -0.404327762941 0.500001877295 -0.239788421519 6.14524088843e-06 -0.102865784417 -0.0863792443191
11.1 200 28 12.536485 -0.149990876254 -0.403434047793 0.500002000878 -0.239788191463 6.20040752374e-06 -0.102865702067 -0.0865182572105
11.2 200 28 10.956075 -0.15066423459 -0.402543767509 0.500002125601 -0.239787912699 6.24790575659e-06 -0.102865600737 -0.0866537184951
11.3 200 28 10.009011 -0.15133061413 -0.40165702066 0.500002250774 -0.23978761375 6.26136738352e-06 -0.102865490058 -0.0867854081048
11.4 200 30 10.104134 -0.151990276124 -0.400773886387 0.500002375962 -0.239787283409 6.25464096506e-06 -0.102865366224 -0.0869131386608
11.5 200 28 10.507036 -0.152643492731 -0.399894425736 0.500002500876 -0.239786931918 6.23231233715e-06 -0.1028652336 -0.0870367528089
11.6 200 31 10.730082 -0.153290528401 -0.399018672011 0.50000262541 -0.239786555234 6.20298650261e-06 -0.102865090441 -0.0871561277994
11.7 200 29 13.175629 -0.153931654454 -0.398146637428 0.500002748978 -0.239786158254 6.14565305011e-06 -0.10286493849 -0.087271169395
11.8 200 29 12.783279 -0.154567134644 -0.397278322051 0.500002871709 -0.239785746475 6.09517106207e-06 -0.102864781463 -0.0873818224072
11.9 200 29 11.927474 -0.155197227317 -0.39641369917 0.50000299327 -0.239785320283 6.02752391847e-06 -0.102864616348 -0.0874880600347
12 200 27 11.198659 -0.155822187754 -0.39555272484 0.500003113016 -0.239784882279 5.92636817455e-06 -0.102864446192 -0.0875898905712
12.1 200 27 11.433043 -0.156442254649 -0.394695332142 0.50000323031 -0.23978443311 5.79194231444e-06 -0.102864270579 -0.08768735098
12.2 200 28 11.554337 -0.157057662372 -0.393841434652 0.500003344575 -0.239783986719 5.63079409221e-06 -0.102864095216 -0.0877805076687
12.3 200 27 11.999387 -0.157668638767 -0.392990934566 0.500003455899 -0.23978354545 5.47126177877e-06 -0.102863921509 -0.087869464387
12.4 200 28 12.922287 -0.158275378459 -0.392143729703 0.500003563539 -0.23978308005 5.27609968599e-06 -0.102863737825 -0.0879543421316
12.5 200 28 12.515574 -0.158878084997 -0.391299679954 0.500003667095 -0.239782660173 5.0611421831e-06 -0.102863570713 -0.0880352978477
12.6 200 28 12.704577 -0.15947693308 -0.390458652189 0.500003765993 -0.239782242657 4.81639267919e-06 -0.102863403898 -0.0881125004981
12.7 200 27 11.841083 -0.160072083882 -0.389620494218 0.500003859786 -0.239781842374 4.54866640663e-06 -0.102863243408 -0.0881861536863
12.8 200 27 11.767978 -0.160663681775 -0.388785051603 0.500003948112 -0.239781461115 4.26519675686e-06 -0.102863088773 -0.0882564685429
12.9 200 27 12.364473 -0.161251851708 -0.38795215511 0.500004030538 -0.239781105248 3.95562741656e-06 -0.102862944353 -0.0883236859003
13 200 27 10.846433 -0.161836705156 -0.387121639105 0.500004106546 -0.239780769445 3.62403438342e-06 -0.102862807064 -0.0883880522863
13.1 200 28 10.466342 -0.162418331816 -0.386293326117 0.500004175679 -0.239780465804 3.27150404329e-06 -0.102862681001 -0.0884498307393
13.2 200 28 11.657844 -0.162996796939 -0.385467041554 0.500004237428 -0.239780181869 2.89130541598e-06 -0.102862562378 -0.0885092923937
13.3 200 29 13.395828 -0.163572160736 -0.384642610878 0.500004291584 -0.239779939314 2.50253141919e-06 -0.102862461469 -0.0885667157383
13.4 200 27 11.273602 -0.16414445697 -0.383819862568 0.500004337649 -0.239779722315 2.08800782008e-06 -0.102862368675 -0.0886223850603
13.5 200 28 10.514793 -0.164713704299 -0.382998622496 0.500004375081 -0.239779556122 1.65137527684e-06 -0.102862295581 -0.088676585592
13.6 200 28 11.06593 -0.165279904319 -0.382178727646 0.500004403794 -0.239779419888 1.20718127123e-06 -0.102862234435 -0.088729604103
13.7 200 27 12.010495 -0.165843042238 -0.381360021138 0.500004423507 -0.239779323252 7.50208821003e-07 -0.10286218854 -0.0887817215857
13.8 200 28 11.51772 -0.166403088671 -0.380542350391 0.500004433848 -0.239779263127 2.7806493709e-07 -0.102862157157 -0.0888332147216
13.9 200 28 11.277463 -0.166959999012 -0.379725573995 0.500004434751 -0.239779246096 -1.99837736511e-07 -0.102862142532 -0.0888843508488
14 200 28 13.448958 -0.167513718553 -0.378909564601 0.500004425979 -0.239779264065 -6.85685278411e-07 -0.102862142181 -0.0889353876985
14.1 200 27 11.307101 -0.168064176629 -0.37809419889 0.500004407536 -0.239779332857 -1.17202029747e-06 -0.102862161767 -0.0889865774742
14.2 200 32 14.446176 -0.168611293838 -0.377279372095 0.500004379411 -0.239779423469 -1.66024844023e-06 -0.102862190358 -0.0890381490253
14.3 200 28 10.238253 -0.169154984045 -0.376464988329 0.500004341401 -0.239779544194 -2.15925168111e-06 -0.102862230744 -0.0890903216861
14.4 200 28 10.527707 -0.169695149884 -0.375650969413 0.500004293268 -0.239779706079 -2.65948732584e-06 -0.102862287716 -0.0891432958041
14.5 200 28 11.26568 -0.170231690336 -0.37483724813 0.500004235277 -0.23977989821 -3.15315699225e-06 -0.102862356882 -0.0891972511349
14.6 200 32 12.34377 -0.170764497399 -0.374023774657 0.500004167411 -0.239780118505 -3.6445876836e-06 -0.102862437663 -0.0892523501629
14.7 200 28 12.24026 -0.171293462338 -0.373210511183 0.500004089831 -0.239780363158 -4.13135433194e-06 -0.102862528583 -0.0893087365256
14.8 200 28 10.654599 -0.171818472756 -0.372397436996 0.500004002455 -0.23978063599 -4.61161543093e-06 -0.102862631195 -0.0893665233011
14.9 200 29 11.745712 -0.1723394157 -0.371584544554 0.500003905726 -0.239780930912 -5.07960141635e-06 -0.102862743006 -0.0894258173038
15 200 28 10.62716 -0.172856181187 -0.370771841695 0.500003799649 -0.239781240341 -5.54161710303e-06 -0.102862860887 -0.0894866930618
15.1 200 30 12.018967 -0.173368659674 -0.369959350346 0.500003684438 -0.23978156711 -5.99306140074e-06 -0.102862986424 -0.0895491987242
15.2 200 34 11.500579 -0.173876746217 -0.369147106871 0.500003560221 -0.239781907254 -6.43811236821e-06 -0.102863117651 -0.0896133710498
15.3 200 30 12.158109 -0.174380341091 -0.36833515889 0.500003427188 -0.239782264168 -6.87175382067e-06 -0.102863255225 -0.0896792150193
15.4 200 28 13.07345 -0.174879351768 -0.367523568306 0.500003285773 -0.239782617137 -7.2812783563e-06 -0.102863394193 -0.0897467167375
15.5 200 28 11.36668 -0.17537369328 -0.366712406377 0.500003136243 -0.239782980485 -7.67985961022e-06 -0.102863536594 -0.0898158483256
15.6 200 31 12.478852 -0.175863287391 -0.365901756254 0.500002978813 -0.239783339434 -8.06769858126e-06 -0.102863677721 -0.0898865491006
15.7 200 28 10.32654 -0.176348066677 -0.365091709873 0.500002813923 -0.239783686962 -8.43564557335e-06 -0.102863815035 -0.0899587537979
15.8 200 29 11.341281 -0.176827972915 -0.364282368587 0.500002641737 -0.239784032985 -8.78830374288e-06 -0.102863952298 -0.0900323630146
15.9 200 28 11.069473 -0.177302957865 -0.3634738396 0.500002462595 -0.239784370435 -9.12601032351e-06 -0.102864086569 -0.0901072797302
16 200 29 12.668772 -0.177772989218 -0.362666239871 0.500002276855 -0.239784695136 -9.44511542259e-06 -0.102864216652 -0.0901833709081
16.1 200 29 13.189744 -0.178238040186 -0.361859686534 0.500002085145 -0.23978499292 -9.7322486865e-06 -0.102864336613 -0.0902605119801
16.2 200 28 10.602377 -0.17869810172 -0.361054302915 0.500001887671 -0.239785277539 -1.00081318333e-05 -0.102864451629 -0.090338546409
16.3 200 34 11.720456 -0.179153172351 -0.360250214093 0.500001684848 -0.239785544388 -1.02641905033e-05 -0.102864559844 -0.0904173199841
16.4 200 29 11.595188 -0.179603267231 -0.359447545331 0.500001477162 -0.239785785497 -1.0495081107e-05 -0.102864658148 -0.0904966653333
16.5 200 28 11.310309 -0.180048410179 -0.358646421999 0.500001265112 -0.239786004213 -1.06989358333e-05 -0.102864748282 -0.0905764026246
16.6 200 27 10.672839 -0.180488639502 -0.357846969907 0.500001049159 -0.239786198747 -1.08779649764e-05 -0.102864828897 -0.0906563593431
16.7 200 29 11.441846 -0.180924004477 -0.357049310935 0.500000829819 -0.239786365935 -1.10308887017e-05 -0.10286489861 -0.0907363476888
16.8 200 28 10.758504 -0.181354566742 -0.356253560297 0.500000607892 -0.239786505722 -1.1148516946e-05 -0.10286495761 -0.0908161889585
16.9 200 28 12.676153 -0.181780395771 -0.355459832163 0.500000383792 -0.239786617812 -1.12366021985e-05 -0.102865005971 -0.090895695577
17 200 28 10.126501 -0.182201575838 -0.354668235332 0.500000158329 -0.239786698155 -1.12846384092e-05 -0.102865042774 -0.0909746880883
17.1 200 30 9.355575 -0.182618198651 -0.353878869082 0.499999932166 -0.239786761236 -1.13032164531e-05 -0.102865070229 -0.0910529902945
17.2 200 28 10.357676 -0.183030360646 -0.353091824793 0.499999705986 -0.239786790384 -1.12849926451e-05 -0.102865085996 -0.0911304304048
17.3 200 28 10.207995 -0.183438174383 -0.352307188507 0.499999480489 -0.239786788604 -1.12312176891e-05 -0.102865088619 -0.0912068410525
17.4 200 30 12.478202 -0.183841754051 -0.351525031616 0.499999256426 -0.239786762433 -1.11407625821e-05 -0.102865081574 -0.091282068696
17.5 200 30 11.125971 -0.184241218722 -0.350745422553 0.499999034601 -0.239786705381 -1.10048624719e-05 -0.102865062276 -0.0913559582041
17.6 200 30 12.422261 -0.184636694591 -0.349968412869 0.49999881588 -0.239786628848 -1.08333998804e-05 -0.102865035125 -0.0914283916192
17.7 200 29 11.540195 -0.185028312871 -0.349194051218 0.499998601045 -0.239786528914 -1.06162766727e-05 -0.102864998494 -0.0914992360989
17.8 200 29 12.052921 -0.185416205522 -0.348422367174 0.499998390842 -0.23978641106 -1.03660163839e-05 -0.102864954166 -0.0915683815219
17.9 200 29 11.574898 -0.18580050562 -0.347653383302 0.499998186232 -0.239786278436 -1.00699920082e-05 -0.102864903675 -0.0916357330554
18 200 29 11.294943 -0.18618135 -0.346887109732 0.499997987808 -0.23978612976 -9.74014508605e-06 -0.102864846648 -0.0917012084678
18.1 200 29 10.978435 -0.186558871216 -0.346123548864 0.499997796385 -0.239785962863 -9.37392152295e-06 -0.102864782253 -0.0917647467206
18.2 200 28 11.54969 -0.18693320258 -0.345362687791 0.499997612624 -0.239785786358 -8.97282387182e-06 -0.10286471378 -0.0918262942015
18.3 200 29 12.574247 -0.187304473251 -0.344604506097 0.499997437181 -0.239785595803 -8.54167273872e-06 -0.102864639822 -0.0918858187664
18.4 200 29 11.952655 -0.187672810507 -0.343848970941 0.499997270709 -0.239785405692 -8.07795171276e-06 -0.102864565116 -0.0919432980782
18.5 200 28 11.043101 -0.188038336275 -0.343096040037 0.499997113838 -0.239785205745 -7.58740115497e-06 -0.102864486673 -0.091998733655
18.6 200 29 11.103941 -0.188401166208 -0.342345664255 0.499996967012 -0.239785006899 -7.07365447593e-06 -0.102864407818 -0.092052137415
18.7 200 29 12.13792 -0.188761409834 -0.341597784868 0.499996830744 -0.239784798223 -6.5371317345e-06 -0.102864324951 -0.0921035359316
18.8 200 31 12.382358 -0.189119170614 -0.340852334425 0.499996705342 -0.239784598069 -5.98485880174e-06 -0.102864245028 -0.0921529757019
18.9 200 33 9.75341 -0.189474544845 -0.340109238072 0.499996591076 -0.239784399559 -5.42258965146e-06 -0.102864165695 -0.0922005096856
19 200 29 10.397318 -0.189827619394 -0.339368415777 0.499996488193 -0.239784211227 -4.84983491239e-06 -0.10286409016 -0.0922462167164
19.1 200 37 14.22887 -0.190178471181 -0.33862978523 0.499996396704 -0.239784026218 -4.2777179252e-06 -0.102864015808 -0.092290177232
