# Fbr_dyn timestep cost, layout=ns L=4000 U=0.2 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 90.3598 s, Fbr_dyn constructor 1.73291 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
0.1 4 3 4000 0.822107 0.0904406 0.594151 0.685821 0.199223 2.39174
0.2 4 4 4005 0.778982 0.0915896 0.581348 0.69483 0.198405 2.34516
0.3 4 4 4005 0.839897 0.0920812 0.583134 0.997404 0.202291 2.71481
0.4 4 4 4005 0.802235 0.0912737 0.579958 0.689768 0.2016 2.36483
0.5 4 4 4005 0.837525 0.0909437 0.584039 0.693258 0.200958 2.40672
0.6 4 4 4005 0.803996 0.0911921 0.581315 0.688663 0.201297 2.36646
0.7 4 4 4005 0.776711 0.0906379 0.58325 0.687655 0.199644 2.3379
0.8 4 4 4005 0.836653 0.0906569 0.580861 0.693622 0.192687 2.39448
0.9 4 4 4005 0.681543 0.0904694 0.581877 0.688454 0.199497 2.24184
1 4 4 4005 0.842285 0.0903949 0.580899 0.688917 0.200258 2.40275
1.1 4 4 4005 0.821732 0.091618 0.580744 0.68895 0.201019 2.38406
1.2 4 4 4005 0.858323 0.0910821 0.578936 0.688962 0.200507 2.41781
1.3 6 4 4005 0.734577 0.0906152 0.581571 0.69134 0.200822 2.29892
1.4 6 4 4014 0.809297 0.0956898 0.582304 0.694485 0.205579 2.38736
1.5 6 4 4014 0.888269 0.0954462 0.600579 1.00506 0.211136 2.80049
1.6 6 5 4014 0.884894 0.0950739 0.599192 1.01108 0.211226 2.80147
1.7 6 5 4014 0.901088 0.094498 0.59814 0.708203 0.21357 2.5155
1.8 6 5 4014 0.880283 0.0951538 0.598627 1.01058 0.213012 2.79766
1.9 6 5 4014 0.918315 0.0953853 0.598547 0.708286 0.213428 2.53396
2 6 6 4014 0.862337 0.0956228 0.598582 0.708876 0.21313 2.47855
2.1 6 6 4014 0.868076 0.0960957 0.598282 0.713725 0.214308 2.49049
2.2 6 6 4014 0.885908 0.0949919 0.599326 0.708711 0.213463 2.5024
2.3 6 6 4014 0.874888 0.0959423 0.598616 1.01056 0.212944 2.79295
2.4 6 6 4014 0.885822 0.0953286 0.598189 0.706245 0.212807 2.49839
2.5 6 6 4014 0.885507 0.095605 0.597442 0.708439 0.211884 2.49888
2.6 6 6 4014 0.895285 0.0949833 0.598612 1.00981 0.213055 2.81175
2.7 6 6 4014 0.880301 0.0947923 0.597213 0.70895 0.214965 2.49622
2.8 6 7 4014 0.863886 0.0954262 0.597535 0.708265 0.215683 2.48079
2.9 6 7 4014 0.871022 0.102706 0.598182 0.709294 0.216704 2.49791
3 8 7 4014 0.867425 0.0915253 0.581056 0.98564 0.206685 2.73233
3.1 6 7 4027 0.728195 0.0931846 0.583632 0.694588 0.207589 2.30719
3.2 6 7 4014 0.744541 0.0921185 0.581907 0.986119 0.207178 2.61186
3.3 6 7 4014 0.699631 0.091787 0.582111 0.985125 0.208816 2.56747
3.4 6 7 4014 0.815992 0.0919301 0.581131 0.989097 0.207157 2.68531
3.5 6 7 4014 0.793694 0.0919766 0.584484 0.693971 0.20739 2.37152
3.6 8 7 4014 0.795892 0.0922254 0.581958 0.691691 0.207192 2.36896
3.7 7 7 4027 0.822289 0.0938749 0.583022 0.987567 0.208047 2.6948
3.8 7 7 4020 0.840306 0.0927297 0.582911 0.989653 0.208658 2.71426
3.9 7 7 4020 0.722445 0.0934081 0.582626 0.989612 0.207972 2.59606
4 8 7 4020 0.831324 0.0928409 0.580609 0.989151 0.207591 2.70152
4.1 8 7 4027 0.735802 0.0934904 0.584752 0.695398 0.209061 2.3185
4.2 8 7 4027 0.81457 0.0944689 0.583709 0.695792 0.209032 2.39757
4.3 8 7 4027 0.758086 0.0936681 0.586279 0.69662 0.208846 2.3435
4.4 8 7 4027 0.802777 0.0941512 0.582366 0.988022 0.20889 2.67621
4.5 8 7 4027 0.711294 0.0936433 0.583792 0.694818 0.208885 2.29243
4.6 8 7 4027 0.746306 0.0943872 0.582147 0.989517 0.208176 2.62053
4.7 8 7 4027 0.69249 0.0943012 0.582836 0.993262 0.20802 2.57091
4.8 8 8 4027 0.770349 0.0938876 0.584919 0.694242 0.212119 2.35552
4.9 8 8 4027 0.714686 0.0939592 0.583827 0.991523 0.207117 2.59111
5 8 10 4027 0.807682 0.0944673 0.582584 0.991339 0.20779 2.68386
5.1 8 10 4027 0.695707 0.093261 0.583584 0.99297 0.209131 2.57465
5.2 8 11 4027 0.795753 0.0930444 0.583929 0.699588 0.209162 2.38148
5.3 8 11 4027 0.787908 0.0933468 0.584959 0.692424 0.208521 2.36716
5.4 8 12 4027 0.727165 0.0933626 0.584613 0.696841 0.210751 2.31273
5.5 8 12 4027 0.839445 0.0936387 0.584231 0.993604 0.20854 2.71946
5.6 8 12 4027 0.827874 0.093388 0.586242 0.696742 0.208307 2.41255
5.7 8 12 4027 0.796553 0.0930505 0.585867 0.694774 0.208593 2.37884
5.8 8 12 4027 0.762862 0.0944942 0.582789 0.989725 0.208367 2.63824
5.9 8 12 4027 0.832453 0.0935969 0.584696 0.99463 0.208945 2.71432
6 8 12 4027 0.844642 0.0944949 0.585442 0.993872 0.209412 2.72786
# measure: correlator(0,0) 0.103636 s, O(L^2) version 0.354313 s, n0=0.871615074323 |diff|=0
