# SIAM quench evolution, spin-symmetric FBR
# n0(t=0)=1  E_gs(ref)=-158.222021525
# t  n_active  bond_dim  wall_s  n0  energy
0 2 1 0.300195 1 -1000
0.1 4 2 0.759534 0.999949570018 -4.58324030565e-12
0.2 4 2 0.767905 0.999798419682 -8.4908008007e-05
0.3 4 2 0.763349 0.999546968298 -0.000254388529976
0.4 4 2 0.765108 0.999195912058 -0.000507772179088
0.5 4 2 0.589372 0.99874622009 -0.000844059649124
0.6 4 2 0.769884 0.998199128973 -0.00126192742042
0.7 4 2 0.590881 0.997556135755 -0.00175973530174
0.8 4 2 0.763914 0.996818989545 -0.00233553576182
0.9 4 2 0.762278 0.995989681733 -0.00298708498769
1 4 2 0.59333 0.995070434929 -0.0037118555954
1.1 4 2 0.58897 0.994063690696 -0.00450705090785
1.2 4 2 0.775136 0.992972096186 -0.00536962070377
1.3 4 2 0.781228 0.991798489772 -0.00629627833279
1.4 4 2 0.598128 0.990545885447 -0.00728351918397
1.5 4 2 0.776844 0.989217457673 -0.00832763991951
1.6 4 2 0.601276 0.987816524176 -0.00942475914672
1.7 4 2 0.776459 0.986346528676 -0.0105708387489
1.8 4 2 0.5993 0.984811023379 -0.011761705974
1.9 4 2 0.777167 0.983213651092 -0.0129930760983
2 4 2 0.777911 0.981558127187 -0.0142605755226
2.1 4 2 0.599079 0.979848221536 -0.0155597651484
2.2 4 2 0.597315 0.978087740527 -0.0168861638859
2.3 4 2 0.771526 0.976280509295 -0.018235272141
2.4 4 2 0.598638 0.974430354256 -0.0196025951338
2.5 4 2 0.773361 0.972541086075 -0.020983665899
2.6 4 2 0.774014 0.970616483145 -0.0223740678276
2.7 4 2 0.775412 0.968660275685 -0.0237694566076
2.8 4 2 0.773394 0.966676130529 -0.0251655814324
2.9 4 2 0.595362 0.964667636696 -0.0265583053471
3 4 2 0.597606 0.962638291804 -0.0279436246137
3.1 4 2 0.599555 0.960591489382 -0.0293176869824
3.2 4 2 0.599048 0.958530507145 -0.0306768087652
3.3 4 2 0.585033 0.956458496267 -0.0320174906175
3.4 4 2 0.591173 0.954378471693 -0.0333364319437
3.5 6 3 0.761924 0.952293303 -0.0346305437898
3.6 6 3 0.762475 0.950205707471 -0.0358969613873
3.7 6 3 0.764381 0.948118243681 -0.0371330523385
3.8 6 3 0.765302 0.94603330596 -0.0383364255827
3.9 6 3 0.765677 0.943953120127 -0.0395049380378
4 6 3 0.763684 0.941879740311 -0.0406366995935
4.1 6 3 0.775218 0.939815046836 -0.0417300764738
4.2 6 3 0.775432 0.937760745142 -0.0427836928944
4.3 6 3 0.779655 0.935718365735 -0.0437964311162
4.4 6 3 0.776932 0.933689265106 -0.0447674299779
4.5 6 3 0.77476 0.9316746276 -0.0456960817219
4.6 6 3 0.768679 0.929675468181 -0.0465820274472
4.7 8 4 0.766185 0.927692635973 -0.0474251511042
4.8 8 4 0.598201 0.925726819607 -0.0482255724872
4.9 8 4 0.596899 0.923778550916 -0.0489836377281
5 8 4 0.770492 0.921848211658 -0.0496999092775
5.1 8 4 0.777566 0.919936039626 -0.0503751553575
5.2 8 4 0.599721 0.918042136065 -0.0510103374589
5.3 8 4 0.601123 0.916166473169 -0.0516065977729
5.4 8 4 0.601601 0.914308902169 -0.0521652450283
5.5 8 4 0.779353 0.912469161816 -0.0526877400551
5.6 8 4 0.777934 0.910646886994 -0.0531756806578
5.7 8 4 0.600557 0.908841618198 -0.0536307859111
5.8 8 4 0.598724 0.90705281065 -0.0540548801667
