# Fbr_dyn timestep cost, layout=ns L=1000 U=0.2 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 1.17323 s, Fbr_dyn constructor 0.0908158 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
3.2 6 7 1014 0.0250787 0.00248738 0.0260344 0.0350084 0.0427411 0.13135
3.3 6 7 1014 0.0256721 0.00193054 0.0263561 0.108112 0.0426607 0.204732
3.4 6 7 1014 0.0257507 0.00172413 0.0272305 0.109554 0.0433165 0.207575
3.5 6 7 1014 0.0268648 0.00159466 0.0277003 0.0375675 0.0426883 0.136415
3.6 8 7 1014 0.0278713 0.00162899 0.0277229 0.0375899 0.0429893 0.137802
3.7 7 7 1027 0.0269396 0.00206429 0.0269799 0.0394196 0.0452766 0.14068
3.8 7 7 1020 0.0267519 0.00193917 0.0270193 0.110879 0.0440898 0.210679
3.9 7 7 1020 0.0275919 0.00179568 0.0275748 0.110762 0.0438223 0.211546
4 8 7 1020 0.0250857 0.00193662 0.0259762 0.109111 0.0440363 0.206146
4.1 8 7 1027 0.0251303 0.00213909 0.0261724 0.0369671 0.0442673 0.134676
4.2 8 7 1027 0.0261698 0.00194601 0.0259744 0.0370536 0.0441574 0.135301
4.3 8 7 1027 0.0249789 0.00242325 0.0264494 0.109607 0.0437981 0.207257
4.4 8 7 1027 0.0250489 0.00321729 0.025987 0.0373946 0.0437418 0.13539
4.5 8 7 1027 0.0251365 0.00201473 0.02633 0.0375533 0.0439798 0.135014
4.6 8 7 1027 0.0251359 0.00206129 0.0259803 0.0376495 0.0438569 0.134684
4.7 8 7 1027 0.0250702 0.00190881 0.0261587 0.0374525 0.0439919 0.134582
4.8 8 7 1027 0.0250907 0.00202936 0.0261892 0.110772 0.0431792 0.20726
4.9 8 9 1027 0.0251042 0.00196583 0.0263177 0.0384002 0.0433487 0.135137
5 8 9 1027 0.025023 0.00209964 0.0261939 0.110885 0.0438811 0.208083
5.1 8 9 1027 0.0250771 0.00350976 0.0263154 0.0380467 0.0442433 0.137192
5.2 8 9 1027 0.0266012 0.00229996 0.0284176 0.0380957 0.0438044 0.139219
5.3 8 10 1027 0.0256573 0.0019155 0.0259307 0.0377067 0.0438113 0.135021
5.4 8 11 1027 0.0250548 0.00189493 0.0260985 0.0377487 0.0436068 0.134404
5.5 8 11 1027 0.0250574 0.00190329 0.026331 0.0376918 0.0438896 0.134873
5.6 8 12 1027 0.0250361 0.00250176 0.0261166 0.110225 0.04423 0.208109
5.7 8 12 1027 0.0250911 0.00191189 0.0261588 0.110633 0.0441213 0.207916
5.8 8 12 1027 0.0250646 0.00188978 0.0259199 0.0378782 0.044149 0.134901
5.9 8 12 1027 0.0250655 0.00187456 0.0259509 0.0378235 0.0441561 0.134871
6 8 12 1027 0.0251006 0.00209456 0.026108 0.111622 0.0451384 0.210064
# measure: correlator(0,0) 0.00645298 s, O(L^2) version 0.0157622 s, n0=0.871615979846 |diff|=0
