# Fbr_dyn timestep cost, layout=sym L=500 U=0.1 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 0.0518398 s, Fbr_dyn constructor 0.0247931 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
0.1 8 3 500 0.0103532 0.00063304 0.00616747 0.0200063 0.0837217 0.120882
0.2 8 4 510 0.0100065 0.0010491 0.00642128 0.0161108 0.088666 0.122254
0.3 8 4 510 0.0105028 0.000813278 0.00689708 0.0953226 0.0907541 0.20429
0.4 8 4 510 0.00964539 0.000714775 0.00631717 0.016643 0.0904109 0.123731
0.5 8 4 510 0.0100933 0.000814663 0.00648397 0.0162235 0.0897332 0.123349
0.6 8 4 510 0.00969904 0.000744817 0.00642793 0.016198 0.0935472 0.126617
0.7 8 4 510 0.0105636 0.000715112 0.00643795 0.0163407 0.0912761 0.125334
0.8 8 4 510 0.0108478 0.000832176 0.00647055 0.0164437 0.0907715 0.125366
0.9 8 4 510 0.0112185 0.000742603 0.0066726 0.0162588 0.0911601 0.126053
1 8 4 510 0.0109515 0.000852252 0.00654391 0.016384 0.0917629 0.126495
1.1 8 4 510 0.0111053 0.00071512 0.00647394 0.0160181 0.091776 0.126088
1.2 8 4 510 0.0109684 0.00124211 0.00653564 0.0164318 0.0913079 0.126486
1.3 8 4 510 0.0106866 0.00075778 0.0065427 0.0166347 0.0917655 0.126387
1.4 8 4 510 0.0109175 0.00074017 0.00673316 0.0160396 0.0915119 0.125942
1.5 8 4 510 0.0109952 0.000803915 0.00648081 0.0162801 0.0909824 0.125542
1.6 8 4 510 0.00960512 0.000704456 0.00659126 0.0158943 0.0909047 0.1237
1.7 8 4 510 0.0104146 0.000828447 0.00629771 0.0163171 0.0914006 0.125258
1.8 8 4 510 0.00961755 0.000733189 0.00655996 0.0159404 0.0906545 0.123506
1.9 8 4 510 0.00972693 0.00071661 0.00634561 0.0164442 0.0908735 0.124107
2 8 4 510 0.00965294 0.000717301 0.00645108 0.0163837 0.0909994 0.124204
2.1 8 4 510 0.00977535 0.000785025 0.00648674 0.0163012 0.0911743 0.124523
2.2 8 4 510 0.0096774 0.00123147 0.0065832 0.0164136 0.0901786 0.124084
2.3 8 4 510 0.0102022 0.00078731 0.00674482 0.0167409 0.090598 0.125073
2.4 8 4 510 0.00958696 0.000661651 0.00625238 0.0157973 0.0900725 0.122371
2.5 8 4 510 0.0101889 0.000937217 0.00629812 0.0159127 0.0897829 0.12312
2.6 8 4 510 0.00964471 0.00104059 0.00652951 0.0158897 0.0901041 0.123209
2.7 8 4 510 0.00958437 0.000876358 0.00642525 0.0157657 0.0907772 0.123429
2.8 8 4 510 0.0095942 0.00134306 0.0065505 0.093825 0.0902558 0.201569
2.9 8 4 510 0.00957948 0.000663139 0.00639996 0.0939173 0.0898683 0.200428
3 8 4 510 0.00957062 0.000619051 0.00620856 0.0156384 0.0898413 0.121878
3.1 10 5 510 0.00955437 0.000898142 0.00634446 0.0932549 0.089632 0.199684
3.2 10 5 518 0.00955908 0.000803941 0.0065273 0.0946693 0.0909153 0.202475
3.3 10 6 518 0.00956932 0.000748733 0.00659215 0.0952276 0.0909554 0.203093
3.4 10 6 518 0.00954776 0.00111971 0.0066251 0.0951879 0.0908807 0.203361
3.5 10 6 518 0.00955149 0.00119606 0.0066095 0.0953844 0.0915465 0.204288
3.6 10 6 518 0.00956962 0.000818189 0.00646587 0.0944074 0.0916235 0.202885
3.7 10 6 518 0.00961629 0.000803682 0.00653704 0.0953956 0.0914856 0.203838
3.8 10 6 518 0.00958825 0.00112781 0.00652147 0.0953209 0.091453 0.204011
3.9 10 7 518 0.00962353 0.000754807 0.00652735 0.0947218 0.0910856 0.202713
4 12 7 518 0.00955016 0.00102655 0.00646274 0.095069 0.0913609 0.203469
4.1 12 7 528 0.00960792 0.00120651 0.0064609 0.0183504 0.0920896 0.127715
4.2 12 7 528 0.00962786 0.000900541 0.00646662 0.0183541 0.0926355 0.127985
4.3 12 8 528 0.00952597 0.000856892 0.0064855 0.0968629 0.0926173 0.206349
4.4 12 8 528 0.00952354 0.00113268 0.00660189 0.0965933 0.0922859 0.206137
4.5 12 8 528 0.00956332 0.000919197 0.00657703 0.0968018 0.0926236 0.206485
4.6 12 8 528 0.00957212 0.000933252 0.0066139 0.0976277 0.0934094 0.208156
4.7 14 8 528 0.00960327 0.00108804 0.00639628 0.0186005 0.0936953 0.129383
4.8 12 8 540 0.00965687 0.0012722 0.0066546 0.0983126 0.0943361 0.210232
4.9 12 8 528 0.00978431 0.000988849 0.00653972 0.0972283 0.094001 0.208542
5 12 8 528 0.00953594 0.0011527 0.00644839 0.0186833 0.0932384 0.129059
5.1 14 8 528 0.00966485 0.000934349 0.00653676 0.0190707 0.0941934 0.1304
5.2 12 8 540 0.00964028 0.00126712 0.00671061 0.098699 0.0952532 0.21157
5.3 12 8 528 0.00950812 0.00118973 0.0064706 0.0971786 0.0942785 0.208626
5.4 14 8 528 0.00959907 0.00131229 0.00646511 0.0188471 0.0950702 0.131294
5.5 14 8 540 0.00951939 0.00101552 0.00668969 0.0987576 0.0974719 0.213454
5.6 14 8 540 0.00954094 0.00131176 0.00672588 0.099056 0.0973273 0.213962
5.7 12 8 540 0.00955742 0.0010132 0.00669896 0.0994275 0.0982855 0.214983
5.8 12 8 528 0.00960106 0.00113093 0.00657569 0.0973914 0.0970997 0.211799
5.9 12 8 528 0.00958235 0.000874332 0.0067622 0.0979148 0.0974989 0.212633
6 14 8 528 0.00953461 0.00112507 0.00668834 0.0980346 0.0976716 0.213054
# measure: correlator(0,0) 0.00167264 s, O(L^2) version 0.00278063 s, n0=0.886199285594 |diff|=0
