# SIAM impurity greater Green function, spin-symmetric FBR
# L=200 U=0.1 V=0.1 dt=0.1 tmax=100 E_gs=-62.7536301399
# t  n_active  bond_dim  wall_s  ReG00  ImG00  n0  ReC0n  ImC0n  E_psi0  E_B
0 24 35 0.060985 0 -0.499999990252 0.499999986233 -0.220940789492 0 -1000 -1000
0.1 26 27 0.72627 -0.00323120095303 -0.49996872498 0.499999986211 -0.220940898439 -1.56526739215e-10 -0.123594972888 -0.0589695009691
0.2 28 26 0.761527 -0.00645995347355 -0.499874998086 0.499999986264 -0.220941170204 4.67052526618e-09 -0.123595049486 -0.0590119825805
0.3 32 27 0.803971 -0.00968381699876 -0.499719016551 0.499999986628 -0.220941599631 2.57572833596e-08 -0.123595187582 -0.0590967913196
0.4 36 26 0.870039 -0.0129003697129 -0.499501124436 0.499999987524 -0.220942159478 5.72122771511e-08 -0.123595376277 -0.0592236341108
0.5 40 27 0.943986 -0.0161072178009 -0.499221800705 0.49999998911 -0.22094285329 9.28269507167e-08 -0.123595617818 -0.059392075742
0.6 44 27 1.021631 -0.0193020037929 -0.498881657363 0.499999991454 -0.220943686306 1.3106607156e-07 -0.123595914913 -0.0596015341339
0.7 48 26 1.101119 -0.0224824148928 -0.498481436355 0.499999994502 -0.220944657788 1.65929431163e-07 -0.123596266518 -0.0598512836439
0.8 46 27 1.175138 -0.0256461927326 -0.498022005804 0.49999999806 -0.220945757401 1.88838260654e-07 -0.123596668462 -0.0601404640851
0.9 44 27 1.146929 -0.0287911398561 -0.497504356025 0.500000002132 -0.22094697582 2.12337884558e-07 -0.123597118197 -0.0604680857011
1 48 27 1.11556 -0.0319151285463 -0.496929594427 0.500000006621 -0.220948305409 2.31660061471e-07 -0.123597612492 -0.0608330291601
1.1 52 27 1.192828 -0.035016108271 -0.496298940579 0.500000011404 -0.220949737623 2.44206469307e-07 -0.123598148206 -0.0612340565951
1.2 54 27 1.31581 -0.0380921119775 -0.495613719886 0.500000016413 -0.220951264111 2.52785511574e-07 -0.123598722294 -0.0616698133634
1.3 58 27 1.360102 -0.0411412635844 -0.494875357698 0.500000021521 -0.220952872982 2.54725137333e-07 -0.123599330253 -0.0621388374065
1.4 58 27 1.465195 -0.0441617832161 -0.494085372212 0.50000002661 -0.220954556277 2.51570987941e-07 -0.123599969097 -0.0626395642069
1.5 60 27 1.451728 -0.0471519926992 -0.49324536765 0.5000000316 -0.220956302291 2.43446839144e-07 -0.123600634374 -0.0631703370458
