# IRLM quench (site 0 full, site 1 empty, bath Fermi sea), method=chain
# L=200 U=0.2 V=0.1 dt=0.1 tmax=100 cutoff=1e-10 max_bond_dim=1024
# t  n_active  bond_dim  wall_s  n0  n1
22.7 200 138 7.226512 0.568044382487 0.502148964642
22.8 200 139 7.248993 0.566990998708 0.502214769168
22.9 200 139 7.260444 0.565946704264 0.502278470415
23 200 140 7.277299 0.564911413009 0.502340519078
23.1 200 141 7.28874 0.563885031365 0.502401434666
23.2 200 141 7.310976 0.562867459013 0.502461789758
23.3 200 142 7.320556 0.561858591449 0.502522191633
23.4 200 142 7.329497 0.5608583148 0.502583262728
23.5 200 143 7.347712 0.559866516094 0.502645619008
23.6 200 143 7.36472 0.558883078232 0.502709849432
23.7 200 144 7.381177 0.55790788268 0.502776495521
23.8 200 144 7.398277 0.556940810363 0.502846032652
23.9 200 145 7.416141 0.555981742666 0.502918853333
24 200 145 7.425143 0.555030562628 0.502995253511
24.1 200 146 7.449211 0.554087155641 0.503075422076
24.2 200 146 7.480857 0.553151419888 0.503159432369
24.3 200 147 7.486457 0.552223239344 0.503247244006
24.4 200 148 7.508201 0.551302511614 0.503338699199
24.5 200 149 7.531546 0.550389139716 0.503433529076
24.6 200 150 7.557105 0.549483036242 0.503531361275
24.7 200 151 7.578583 0.548584121517 0.503631732964
24.8 200 151 7.591676 0.547692323123 0.503734070346
24.9 200 152 7.618175 0.546807569354 0.503837772108
25 200 153 7.633003 0.545929780693 0.503942234781
25.1 200 153 7.653398 0.545058897401 0.504046796351
25.2 200 154 7.66237 0.544194868126 0.50415079157
25.3 200 154 7.686783 0.543337649829 0.504253570785
25.4 200 155 7.714098 0.542487204114 0.504354518024
25.5 200 156 7.728917 0.541643498694 0.504453066884
25.6 200 156 7.758611 0.540806516167 0.504548712449
25.7 200 157 7.782583 0.539976226838 0.504641027456
25.8 200 157 7.802732 0.539152615015 0.504729665542
25.9 200 158 7.837323 0.538335671365 0.504814367296
26 200 159 7.867822 0.537525395072 0.504894962731
26.1 200 160 7.880836 0.536721778144 0.504971371239
26.2 200 160 7.892997 0.535924821636 0.505043595158
26.3 200 161 7.921638 0.535134528268 0.505111713857
26.4 200 162 7.94111 0.53435090508 0.505175874265
26.5 200 162 7.966476 0.533573961566 0.505236279908
26.6 200 163 7.988971 0.532803709194 0.505293178641
26.7 200 164 8.022112 0.53204016091 0.505346849499
26.8 200 164 8.036944 0.531283330937 0.505397589307
26.9 200 165 8.05877 0.53053323438 0.505445699627
27 200 165 8.081751 0.529789884741 0.505491474828
27.1 200 166 8.108883 0.52905330071 0.505535190267
27.2 200 166 8.137602 0.528323496582 0.505577093731
27.3 200 167 8.173664 0.52760049219 0.505617397832
27.4 200 167 8.189255 0.52688429267 0.505656276875
27.5 200 168 8.222451 0.526174909772 0.50569386082
27.6 200 169 8.259218 0.525472358326 0.505730236253
27.7 200 169 8.278504 0.524776640419 0.505765449813
27.8 200 170 8.293708 0.524087755607 0.505799510467
27.9 200 171 8.331397 0.523405703448 0.505832395207
28 200 171 8.355103 0.522730483048 0.505864056267
28.1 200 172 8.393547 0.522062083179 0.505894430778
28.2 200 173 8.420675 0.521400491504 0.505923448673
28.3 200 174 8.446574 0.520745689433 0.505951042713
28.4 200 174 8.471449 0.520097655158 0.505977157236
28.5 200 175 8.490481 0.519456364533 0.506001756316
28.6 200 175 8.516722 0.518821792573 0.506024831884
28.7 200 176 8.545786 0.518193895906 0.506046411771
28.8 200 176 8.569063 0.517572633512 0.506066561239
28.9 200 177 8.609143 0.516957963903 0.506085386861
29 200 178 8.626482 0.516349832438 0.506103038601
29.1 200 178 8.654601 0.515748181953 0.506119706995
29.2 200 179 8.689841 0.515152953066 0.506135620042
29.3 200 179 8.709638 0.514564085499 0.506151037967
29.4 200 180 8.726695 0.513981509599 0.506166247539
29.5 200 181 8.747437 0.513405157156 0.506181552562
29.6 200 182 8.769376 0.512834956332 0.506197265295
29.7 200 182 8.812483 0.51227083185 0.506213696546
29.8 200 183 8.845807 0.511712708476 0.506231144921
29.9 200 183 8.884177 0.511160510271 0.506249886796
30 200 183 8.910361 0.510614160788 0.506270166638
30.1 200 184 8.942853 0.510073582383 0.506292188337
30.2 200 184 8.966034 0.509538699598 0.506316107139
30.3 200 184 8.987818 0.509009439483 0.506342023302
30.4 200 185 9.021152 0.508485736366 0.506369977756
30.5 200 185 9.050618 0.507967512458 0.50639995201
30.6 200 186 9.075945 0.507454699145 0.506431864507
30.7 200 186 9.103313 0.506947230407 0.506465573992
30.8 200 186 9.138905 0.506445050782 0.506500881201
30.9 200 187 9.167421 0.5059480944 0.50653753789
31 200 188 9.21087 0.505456304667 0.50657525085
31.1 200 188 9.237684 0.504969628027 0.506613691352
31.2 200 189 9.255152 0.504488014801 0.50665250466
31.3 200 190 9.279668 0.504011418194 0.506691320473
