# Fbr_dyn timestep cost, layout=sym L=4000 U=0.1 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 29.1232 s, Fbr_dyn constructor 1.99856 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
0.1 8 3 4000 1.15446 0.108487 0.633933 0.829915 0.698433 3.42523
0.2 8 4 4010 1.16107 0.105471 0.641471 0.793729 0.696435 3.39817
0.3 8 4 4010 1.15132 0.104857 0.633298 1.40785 0.701098 3.99842
0.4 8 4 4010 1.14306 0.105233 0.631961 0.780526 0.701499 3.36228
0.5 8 4 4010 1.14374 0.105048 0.628882 0.771462 0.699315 3.34844
0.6 8 4 4010 1.13632 0.107891 0.666428 0.77486 0.699373 3.38487
0.7 8 4 4010 1.19944 0.106201 0.626454 0.770595 0.699201 3.40189
0.8 8 4 4010 1.13554 0.10519 0.629222 0.790265 0.70356 3.36378
0.9 8 4 4010 1.14208 0.105213 0.632516 0.780907 0.702343 3.36306
1 8 4 4010 1.1242 0.109063 0.634883 0.781091 0.703487 3.35272
1.1 8 4 4010 1.15399 0.10521 0.626345 0.77262 0.704754 3.36292
1.2 8 4 4010 1.12887 0.106528 0.628369 0.771602 0.699876 3.33524
1.3 8 4 4010 1.16229 0.105703 0.635705 0.783522 0.70524 3.39246
1.4 8 4 4010 1.16199 0.106426 0.628606 0.773261 0.700923 3.3712
1.5 8 4 4010 1.14159 0.104999 0.630177 0.773192 0.698978 3.34894
1.6 8 4 4010 1.15959 0.110962 0.62975 0.774723 0.699993 3.37502
1.7 8 4 4010 1.16329 0.106728 0.635821 0.778271 0.701897 3.38601
1.8 8 4 4010 1.17285 0.106292 0.629519 0.780861 0.700882 3.3904
1.9 8 4 4010 1.17644 0.106 0.652713 0.797788 0.7091 3.44204
2 8 4 4010 1.14011 0.11181 0.633342 0.776079 0.70478 3.36612
2.1 8 4 4010 1.15035 0.10917 0.637535 0.779151 0.701019 3.37722
2.2 8 4 4010 1.13567 0.107065 0.626094 0.772501 0.702352 3.34369
2.3 8 4 4010 1.1595 0.105828 0.668612 0.82153 0.700994 3.45646
2.4 8 4 4010 1.15283 0.108609 0.668986 0.791474 0.703137 3.42503
2.5 8 4 4010 1.15871 0.109297 0.646184 0.782869 0.707857 3.40492
2.6 8 4 4010 1.18782 0.112712 0.630142 0.810678 0.701414 3.44277
2.7 8 4 4010 1.19007 0.106319 0.627858 0.772147 0.69924 3.39564
2.8 8 4 4010 1.15607 0.11265 0.631845 1.40113 0.702594 4.00428
2.9 8 4 4010 1.20253 0.10914 0.625637 1.4165 0.698899 4.05271
3 8 4 4010 1.15447 0.123866 0.700729 1.42092 0.706895 4.10688
3.1 10 5 4010 1.03298 0.110044 0.698632 0.822217 0.701496 3.36537
3.2 10 5 4018 1.15597 0.111344 0.687553 1.46998 0.70219 4.12703
3.3 10 6 4018 1.18768 0.110528 0.637473 1.4248 0.704904 4.06538
3.4 10 6 4018 1.16871 0.109207 0.642909 1.40991 0.701618 4.03235
3.5 10 6 4018 1.13924 0.108785 0.633086 1.40621 0.703446 3.99077
3.6 10 6 4018 1.14257 0.109467 0.63032 1.40517 0.701155 3.98869
3.7 10 6 4018 1.18381 0.110838 0.641283 1.4281 0.703193 4.06722
3.8 10 6 4018 1.18965 0.108645 0.636789 1.41112 0.712718 4.05892
3.9 10 7 4018 1.15881 0.110038 0.693545 1.42482 0.703039 4.09025
4 12 7 4018 1.14304 0.112697 0.632676 1.40149 0.705412 3.99532
4.1 12 7 4028 1.02958 0.1109 0.763298 0.863023 0.700895 3.46769
4.2 12 7 4028 1.14421 0.110574 0.630988 0.780608 0.70194 3.36832
4.3 12 8 4028 1.1386 0.11106 0.626626 1.40504 0.701454 3.98278
4.4 12 8 4028 1.15162 0.110741 0.631373 1.40418 0.701942 3.99985
4.5 12 8 4028 1.15067 0.110553 0.633262 0.785531 0.699912 3.37993
4.6 12 8 4028 1.17524 0.110953 0.631253 1.4186 0.704874 4.04092
4.7 14 8 4028 1.16814 0.111933 0.628749 0.779745 0.713012 3.40158
4.8 12 8 4040 1.1664 0.119358 0.63249 1.41362 0.708789 4.04065
4.9 12 8 4028 1.16212 0.110901 0.629955 0.778951 0.707064 3.38899
5 12 8 4028 1.18684 0.111299 0.633289 0.780965 0.707126 3.41951
5.1 14 8 4028 1.14703 0.109972 0.630527 0.783927 0.705939 3.37739
5.2 12 8 4040 1.13501 0.111995 0.632491 1.40802 0.706622 3.99413
5.3 12 8 4028 1.1443 0.111149 0.635112 1.41033 0.704582 4.00547
5.4 14 8 4028 1.17172 0.110764 0.634899 0.790233 0.704214 3.41183
5.5 14 8 4040 1.14412 0.112158 0.630714 1.40737 0.713895 4.00825
5.6 14 8 4040 1.13563 0.112413 0.631454 1.41213 0.705239 3.99687
5.7 12 8 4040 1.13725 0.112212 0.633963 1.40809 0.710013 4.00153
5.8 12 8 4028 1.14888 0.109881 0.642423 1.41075 0.708733 4.02067
5.9 12 8 4028 1.14061 0.109802 0.63044 1.40581 0.707548 3.99421
6 14 8 4028 1.17673 0.109627 0.632852 1.41279 0.710299 4.0423
# measure: correlator(0,0) 0.104856 s, O(L^2) version 0.372552 s, n0=0.886199455639 |diff|=0
