# SIAM excitation evolution, spin-symmetric FBR
# n0(t=0)=1  E_gs(ref)=-158.222021525
# t  n_active  bond_dim  wall_s  n0  energy
16.9 16 15 0.899168 0.504952922561 -0.0869000221301
17 16 15 0.866663 0.504572848966 -0.0873154580246
17.1 16 15 0.870997 0.504193663165 -0.0877338014838
17.2 16 15 0.882593 0.503815385985 -0.0881545298537
17.3 16 15 0.884319 0.503438037738 -0.0885771271442
17.4 16 15 0.866704 0.503061637922 -0.0890010848361
17.5 16 15 0.876012 0.502686205319 -0.08942590256
17.6 16 15 0.873343 0.502311757948 -0.0898510885561
17.7 16 15 0.866672 0.501938313162 -0.0902761603013
17.8 16 15 0.870618 0.501565886881 -0.0907006438008
17.9 16 14 0.672691 0.501194536145 -0.0910541219846
18 16 15 0.676748 0.500824241233 -0.0915453518293
18.1 16 14 0.674815 0.500455015984 -0.0918945769006
18.2 16 15 0.697865 0.500086873597 -0.0923825645677
18.3 16 14 0.703808 0.499719826478 -0.0927265436797
18.4 16 16 0.70003 0.499353886379 -0.0932088363945
18.5 16 14 0.690117 0.498989064311 -0.0935466484795
18.6 16 16 0.692764 0.498625370702 -0.0940208723322
18.7 16 14 0.690937 0.498262815297 -0.094351668733
18.8 16 16 0.691838 0.497901407314 -0.094815524599
18.9 16 14 0.69546 0.49754115534 -0.0951385067003
19 16 16 0.702299 0.497182067535 -0.095589791214
19.1 16 15 0.677222 0.496824151473 -0.0959042075903
19.2 16 16 0.678217 0.496467414397 -0.0963408139511
19.3 16 15 0.681042 0.496111862996 -0.0966459516554
19.4 16 16 0.681036 0.495757503746 -0.0970658797614
19.5 16 15 0.674105 0.495404342616 -0.0973610596088
19.6 16 16 0.68199 0.49505238541 -0.0977624241209
19.7 16 15 0.681546 0.494701637516 -0.098046997993
19.8 16 17 0.669016 0.494352104236 -0.0984280364645
19.9 16 15 0.677479 0.494003790451 -0.09870138601
20 16 17 0.668243 0.493656701059 -0.0990604709867
20.1 16 15 0.669213 0.493310840585 -0.0993220071083
20.2 16 17 0.671708 0.492966213551 -0.0996576571176
20.3 16 15 0.700359 0.492622824257 -0.09990682455
20.4 16 17 0.715458 0.492280676941 -0.100217711138
20.5 16 15 0.695024 0.4919397757 -0.10045400738
20.6 16 17 0.681725 0.491600124539 -0.100738950305
20.7 16 15 0.68519 0.491261727293 -0.100961885496
20.8 16 17 0.680439 0.490924587815 -0.101219902695
20.9 16 15 0.68322 0.490588709757 -0.101429050297
21 16 17 0.69019 0.490254096758 -0.101659322684
21.1 16 15 0.701131 0.489920752225 -0.101854296583
21.2 16 17 0.676289 0.48958867959 -0.102056198357
21.3 16 15 0.682884 0.489257881953 -0.102236633837
21.4 16 17 0.681724 0.488928362521 -0.102409756881
21.5 16 15 0.676231 0.488600124143 -0.102575406721
21.6 16 17 0.687888 0.488273169593 -0.102719475166
21.7 16 15 0.687742 0.487947501307 -0.102870118188
21.8 16 16 0.683275 0.487623121688 -0.102985077362
21.9 16 15 0.681298 0.487300032728 -0.103120529719
22 16 16 0.679903 0.486978236277 -0.103206528061
22.1 16 15 0.678409 0.486657733712 -0.103326688538
22.2 16 16 0.679024 0.486338526314 -0.103384024329
22.3 16 15 0.706655 0.486020614846 -0.103488829203
22.4 16 16 0.707271 0.485703999767 -0.103517994817
22.5 16 15 0.68664 0.485388681268 -0.103607509977
22.6 16 16 0.683973 0.485074659018 -0.103609098173
22.7 16 15 0.681869 0.484761932294 -0.103683185348
22.8 16 15 0.675239 0.484450499953 -0.103658169294
22.9 16 15 0.683562 0.484140360403 -0.103716945532
23 16 15 0.696076 0.483831511589 -0.103666247958
23.1 16 15 0.676463 0.483523950933 -0.103709812365
23.2 16 15 0.672718 0.483217675483 -0.103634544886
23.3 16 15 0.673927 0.482912681737 -0.103663067929
23.4 16 15 0.670631 0.482608965636 -0.103564404531
23.5 16 15 0.672879 0.482306522713 -0.103577973752
23.6 16 15 0.666659 0.482005347978 -0.103457335139
23.7 16 15 0.675611 0.481705436007 -0.103456101781
23.8 16 15 0.673433 0.481406780861 -0.103314956101
23.9 16 15 0.675824 0.481109376177 -0.103299096123
24 16 15 0.678222 0.4808132151 -0.103138994665
24.1 16 15 0.698122 0.480518290395 -0.103108703076
24.2 16 15 0.723501 0.480224594356 -0.102931274098
24.3 16 15 0.703608 0.479932118938 -0.102886769269
24.4 16 15 0.67688 0.479640855693 -0.102693702276
24.5 16 15 0.677229 0.479350795864 -0.10263522614
24.6 16 15 0.679666 0.479061930336 -0.102428264244
24.7 16 15 0.68515 0.478774249763 -0.10235608853
24.8 16 15 0.680929 0.478487744478 -0.102137012433
24.9 16 15 0.684109 0.478202404671 -0.102051443858
25 16 15 0.692778 0.47791822025 -0.101822060606
25.1 16 15 0.682687 0.477635181068 -0.101723447094
25.2 16 15 0.679042 0.477353276785 -0.101485578279
25.3 16 15 0.674272 0.477072497079 -0.101374309636
25.4 16 16 0.675631 0.476792831467 -0.101129776127
25.5 16 15 0.677446 0.476514269369 -0.101006302004
25.6 16 16 0.680414 0.476236800442 -0.100756927064
25.7 16 14 0.674355 0.475960414243 -0.100621756839
25.8 16 16 0.680303 0.475685100241 -0.100369322428
25.9 16 14 0.673987 0.475410848459 -0.100223032468
26 16 16 0.678078 0.475137648674 -0.0999693042809
26.1 16 14 0.670113 0.474865490921 -0.0998125312825
26.2 20 16 0.676085 0.474594365426 -0.0995592459969
26.3 16 15 0.908095 0.47432423089 -0.0993261242714
26.4 16 16 0.916986 0.47405489474 -0.0991503306021
26.5 16 14 0.685086 0.473786806527 -0.0989638102909
26.6 16 16 0.675157 0.473519713958 -0.0987251906312
26.7 18 14 0.673989 0.473253608592 -0.0985354536674
26.8 18 16 0.876971 0.472988481789 -0.0982963805561
26.9 18 15 0.883098 0.472724325828 -0.0980597167933
27 18 15 0.867784 0.472461133332 -0.0978262883051
27.1 18 15 0.876286 0.472198897079 -0.0975967493806
27.2 18 15 0.884936 0.471937610143 -0.0973717646991
27.3 18 15 0.884895 0.471677266107 -0.0971519860375
27.4 18 15 0.875842 0.471417858886 -0.096938048877
27.5 18 15 0.871323 0.471159382695 -0.0967305466546
27.6 18 15 0.867982 0.470901832195 -0.0965300436199
27.7 18 15 0.874627 0.470645202305 -0.0963370741345
27.8 18 15 0.885515 0.470389488329 -0.0961521345006
27.9 18 15 0.911584 0.470134685233 -0.0959756830768
28 18 16 0.878496 0.469880789537 -0.095808136722
28.1 18 16 0.876556 0.469627797629 -0.095649880159
28.2 18 16 0.882693 0.469375705858 -0.0955012435535
28.3 18 16 0.888867 0.469124511183 -0.0953625278239
28.4 18 16 0.879672 0.46887421077 -0.0952339828346
28.5 18 16 0.871569 0.468624802168 -0.095115814008
28.6 18 16 0.8697 0.468376282657 -0.0950081811109
28.7 18 16 0.876724 0.468128650321 -0.0949112052337
28.8 18 16 0.868058 0.467881903165 -0.094824951363
28.9 18 16 0.870499 0.467636039368 -0.0947494468762
29 18 16 0.866069 0.467391057213 -0.0946846735274
29.1 18 15 0.874681 0.467146955363 -0.0946305639699
29.2 18 16 0.890471 0.466903732302 -0.0945870080828
29.3 18 16 0.913189 0.466661386624 -0.0945538513922
29.4 18 15 0.881205 0.466419917311 -0.0945308994277
29.5 18 17 0.877541 0.466179322977 -0.094517911874
29.6 18 15 0.8709 0.465939602545 -0.0945146146286
29.7 18 15 0.876892 0.465700755003 -0.0945206868086
29.8 18 15 0.884931 0.465462779277 -0.0945358325516
29.9 18 16 0.881198 0.465225674147 -0.0945596246666
30 18 16 0.884378 0.464989438497 -0.0945916260144
30.1 18 17 0.886337 0.464754071176 -0.0946313546042
30.2 18 16 0.881998 0.464519571011 -0.0946783686768
30.3 18 15 0.874269 0.464285936664 -0.0947321311523
30.4 18 15 0.874218 0.464053166953 -0.0947921029208
30.5 18 16 0.869251 0.463821260557 -0.0948577322487
30.6 18 15 0.870405 0.463590215904 -0.0949284302303
30.7 18 21 0.897251 0.463360031675 -0.0950036049938
30.8 20 21 0.927023 0.463130706371 -0.0950826485544
30.9 18 21 0.703204 0.462902352322 -0.0951658521994
31 18 21 0.888074 0.462674861948 -0.0952508412002
31.1 18 21 0.887211 0.46244810533 -0.0953377622779
31.2 18 20 0.892715 0.462222200734 -0.0954260156029
31.3 18 20 0.908818 0.461997146473 -0.0955149453828
31.4 18 18 0.87465 0.461772940653 -0.0956039201586
31.5 18 18 0.885121 0.461549581383 -0.0956922955601
31.6 18 18 0.867682 0.461327066719 -0.0957794478308
31.7 18 18 0.864684 0.461105394632 -0.0958647598118
31.8 18 18 0.868953 0.460884563033 -0.0959476392872
31.9 18 18 0.880246 0.460664570121 -0.0960274917544
32 18 18 0.886372 0.460445413538 -0.0961037489746
32.1 18 18 0.875312 0.460227091284 -0.0961758645048
32.2 18 18 0.887189 0.46000960132 -0.0962433105448
32.3 18 18 0.889421 0.459792941523 -0.0963055906064
32.4 18 18 0.888609 0.459577109851 -0.0963622310726
32.5 18 18 0.888407 0.459362104124 -0.0964127903764
32.6 18 18 0.885617 0.459147922363 -0.0964568556436
32.7 18 18 0.877729 0.45893456259 -0.0964940522012
