# SIAM excitation B=c_0up^dag|gs> (normalized), method=star
# L=200 U=0.1 V=0.1 dt=0.1 tmax=100 cutoff=1e-10 max_bond_dim=1024
# E_gs=-62.7536301397 gs_bond_dim=48 gs_wall_s=79.344808
# nrm=0.707106779948  G00(t) = -i nrm^2 exp(i E_gs t) A(t)
# t  n_active  bond_dim  wall_s  n0up  n0dw  ReA  ImA
0 200 48 0.010583 1 0.704373162321 1 0
0.1 200 25 1.68289 0.999960556005 0.704354570505 0.999856379994 -0.0142832582131
0.2 200 24 1.606074 0.999842296165 0.704298501078 0.999425763133 -0.028557029553
0.3 200 24 1.589698 0.999645506791 0.704205039913 0.998708878807 -0.0428118575915
0.4 200 24 1.592994 0.999370676182 0.704074329015 0.99770694733 -0.0570383516305
0.5 200 24 1.595253 0.999018485495 0.703906554243 0.996421669647 -0.071227219016
0.6 200 24 1.600313 0.998589805403 0.703701953014 0.994855217923 -0.0853692967893
0.7 200 24 1.59646 0.998085691993 0.703460813088 0.99301022437 -0.0994555826153
0.8 200 24 1.553077 0.997507381925 0.703183471242 0.990889767832 -0.113477264689
0.9 200 24 1.253319 0.996856287014 0.702870312642 0.988497358179 -0.127425750458
1 200 24 1.196611 0.996133985225 0.702521755156 0.985836918262 -0.14129269378
1.1 200 24 1.171775 0.995342216026 0.702138268441 0.982912764544 -0.155070020848
1.2 200 24 1.192073 0.99448287286 0.701720369474 0.979729585641 -0.168749954377
1.3 200 24 1.180338 0.993557998393 0.70126862791 0.976292419576 -0.182325036299
1.4 200 24 1.187892 0.992569765619 0.700783628321 0.972606627765 -0.195788147211
1.5 200 24 1.200907 0.991520480535 0.700266014129 0.968677870622 -0.209132525972
1.6 200 24 1.168115 0.990412559737 0.699716439997 0.964512078553 -0.22235178451
1.7 200 24 1.38772 0.989248528473 0.699135601066 0.960115424899 -0.235439922722
1.8 200 24 1.586816 0.988031006984 0.698524219163 0.955494296468 -0.248391339821
1.9 200 24 1.152816 0.986762691397 0.69788302232 0.950655263093 -0.261200842687
2 200 24 1.152119 0.985446350533 0.697212765871 0.945605048859 -0.273863653609
2.1 200 24 1.183538 0.984084814333 0.696514227553 0.940350501166 -0.286375414854
2.2 200 24 1.406527 0.982680959633 0.695788199256 0.934898560464 -0.298732190443
2.3 200 24 1.631842 0.981237697107 0.695035483154 0.929256230154 -0.310930465785
2.4 200 24 1.242875 0.979757960104 0.694256891003 0.923430547179 -0.32296714523
2.5 200 24 1.129029 0.978244693685 0.693453242455 0.91742855265 -0.334839547213
2.6 200 24 1.130205 0.976700841936 0.692625362476 0.911257263478 -0.346545397176
2.7 200 24 1.124572 0.975129332854 0.691774069012 0.904923644805 -0.358082817803
2.8 200 24 1.348147 0.973533077671 0.690900195576 0.89843458519 -0.3694503203
2.9 200 24 1.300293 0.971914948031 0.690004554345 0.89179686918 -0.380646788127
3 200 24 1.307383 0.970277771434 0.689087935119 0.885017153941 -0.391671463704
3.1 200 24 1.137497 0.968624320156 0.688151090465 0.878101946766 -0.402523931737
3.2 200 24 1.170194 0.966957305816 0.687194631505 0.871057580403 -0.413204098897
3.3 200 24 1.110888 0.965279365664 0.686219430371 0.86389021166 -0.423712179882
3.4 200 24 1.109258 0.963593035404 0.685226277129 0.856605788816 -0.434048673644
3.5 200 24 1.108378 0.961900762133 0.684215867219 0.84921003631 -0.444214341284
3.6 200 24 1.110538 0.960204906784 0.683188803123 0.841708442163 -0.454210183897
3.7 200 24 1.112632 0.958507707593 0.682145845256 0.834106257898 -0.46403742147
3.8 200 24 1.113864 0.956811303574 0.681087550815 0.826408473693 -0.473697466261
3.9 200 24 1.116061 0.955117706122 0.680014635848 0.818619827611 -0.48319190491
4 200 24 1.113084 0.953428797411 0.678927739103 0.810744790437 -0.492522470132
4.1 200 24 1.112555 0.951746343577 0.677827361912 0.802787560727 -0.501691011793
